index	mean_val	std_val	min_depth	max_depth	iqr	mean_gradient	std_gradient
55	158.90910500702515	908.4471214938021	0.0	19241.827505827507	0.0	1772.6461122178825	3914.185764960376
56	154.06132394015754	890.2460909885352	0.0	19189.61421911422	0.0	1710.1893543749165	3845.2470338392236
57	149.93792736627154	877.7859293920175	0.0	19165.03846153846	0.0	1663.0603434412267	3798.183561140194
58	176.04923958255924	1034.7857925039425	0.0	19762.934731934733	0.0	1972.9186094943975	4490.514840872197
59	174.9499057928097	1011.0693361819252	0.0	19473.58624708625	0.0	1954.0839264481904	4365.900225196043
60	179.6858706762868	1050.430828602334	0.0	19760.44522144522	0.0	2016.0434340965526	4552.700474832209
61	143.51145920530104	843.8346579350198	0.0	19306.928904428903	0.0	1592.5751547408288	3645.9156263498585
62	153.53373059086763	913.0113377621906	0.0	19714.924242424244	0.0	1705.8539029870017	3954.0255260944464
63	160.24385935405513	949.6087376930068	0.0	19175.58275058275	0.0	1781.311162915581	4125.4684831539535
64	175.4766611693204	1030.633625950767	0.0	19664.9358974359	0.0	1950.2887895888532	4483.83631779283
65	175.35600158589565	1013.195137965185	0.0	19472.016317016318	0.0	1949.0020894582992	4388.073821549703
66	179.72848119026742	1051.2432281000652	0.0	19758.874125874125	0.0	2004.4249393378457	4570.08625569322
67	142.0495024562315	835.8962773017739	0.0	19308.571095571097	0.0	1566.395843516957	3620.8774867932934
68	153.77952044722053	916.5942548784926	0.0	19726.045454545456	0.0	1699.2792577401	3983.4787007859513
69	174.39527658055397	1033.5093555742126	0.0	19594.63986013986	0.0	1941.847695559838	4487.515848814727
70	169.39895147289116	969.056290671574	0.0	18263.221445221447	0.0	1889.117410861553	4180.609724664434
71	174.1613385211264	1016.6700769255817	0.0	19530.016317016318	0.0	1934.491799377173	4400.8317369193555
72	167.3024448418005	960.9570980252187	0.0	18333.878787878788	0.0	1852.540630479929	4158.148679603961
73	156.02385743013807	904.0277779021351	0.0	18305.8682983683	0.0	1731.9589863575402	3897.5388313174617
74	145.3485056857815	841.7217821765091	0.0	18742.0	0.0	1604.9989953503468	3623.1788204033173
75	149.486010922128	855.0829731869869	0.0	18361.729603729604	0.0	1650.250194427122	3681.7997501459645
76	157.7030505195109	931.9707157267453	0.0	19654.65268065268	0.0	1778.9493863593107	4039.855841965061
77	158.24860739125987	930.2145881053253	0.0	19161.928904428903	0.0	1785.7856031795868	4032.3558177093555
78	156.17327058546172	918.8094953893909	0.0	18213.82400932401	0.0	1749.9397087081766	3973.2341405264674
79	149.1722284618272	875.1144350139292	0.0	17975.066433566433	0.0	1682.4390019981822	3791.6063427643526
80	152.37941328135415	906.6735593164198	0.0	18769.38111888112	0.0	1712.8316342015453	3929.9665948199427
81	160.02936320798554	936.3460466053447	0.0	19170.684149184148	0.0	1801.2925337976549	4063.103613857697
82	158.00310831449693	928.2087743288636	0.0	19192.596736596737	0.0	1773.221346599416	4033.51683016214
83	156.7834874819378	927.3754905808258	0.0	18867.856643356645	0.0	1743.4183006386909	4024.5519578565045
84	150.03167404079392	884.937969786539	0.0	18690.25874125874	0.0	1680.288950958776	3840.4832937918036
85	152.10701148102683	892.3609676629361	0.0	17297.956876456876	0.0	1705.225552833144	3875.8223303296095
86	171.9383899392794	1016.01933163908	0.0	18983.684149184148	0.0	1934.6206000905229	4426.534961044199
87	171.93393301932142	1000.8600271980059	0.0	19026.41724941725	0.0	1939.940144831926	4334.498108234279
88	160.1553973062728	932.1624306129606	0.0	18346.503496503497	0.0	1802.6083633465057	4029.6501712798354
89	169.6010209679906	989.7874053582964	0.0	19054.81118881119	0.0	1910.6990035589445	4285.082703997536
90	162.0665177464023	939.8283140564433	0.0	18889.75058275058	0.0	1817.5557198761276	4055.732466171059
91	161.2245824901347	949.8492673194769	0.0	19635.143356643355	0.0	1816.2471123240773	4113.449790772518
92	179.78747479796291	1057.0950430384337	0.0	18721.23776223776	0.0	2018.4500190993372	4603.754075848848
93	168.5671454569113	981.1864439539364	0.0	19056.210955710954	0.0	1881.5200473559028	4256.375321801148
94	160.1079084065791	927.8678087812044	0.0	18232.21212121212	0.0	1784.0351070169668	4020.7775201023924
95	162.71227909639572	950.3981650653021	0.0	19064.145687645687	0.0	1814.690827947726	4119.363933830749
96	167.98247045943006	974.0563113599229	0.0	19304.168997668996	0.0	1875.2273453535577	4217.982837382644
97	155.6457958892081	974.6468275989916	0.0	19952.658508158507	0.0	1757.1284997129173	4291.705652638207
98	172.19014622386777	1080.058909703665	0.0	19884.778554778553	0.0	1966.0697685255902	4768.9850356191955
99	146.8504819284475	969.8789247243284	0.0	19759.937062937064	0.0	1665.2952362535018	4322.54597630021
